transaction_id,account_id,typology
TXN_9CB257D482,ACC_C00326EF61,structuring
TXN_7164D23CE9,ACC_C00326EF61,structuring
TXN_C96D86B5A5,ACC_C00326EF61,structuring
TXN_99BB5DD8A5,ACC_3C99781406,structuring
TXN_FE9739957D,ACC_3C99781406,structuring
TXN_1CF1A575FA,ACC_3C99781406,structuring
TXN_C2FB6AD53B,ACC_3C99781406,structuring
TXN_67F63B8AB6,ACC_3C99781406,structuring
TXN_54FA008145,ACC_3C99781406,structuring
TXN_BC6F5E71EC,ACC_AA79EEC892,structuring
TXN_45FC6946B8,ACC_AA79EEC892,structuring
TXN_4D3568327E,ACC_AA79EEC892,structuring
TXN_004D67D10E,ACC_AA79EEC892,structuring
TXN_884193E82B,ACC_6C5B12C602,structuring
TXN_8F0C48E49D,ACC_6C5B12C602,structuring
TXN_4387388B93,ACC_6C5B12C602,structuring
TXN_916AA466BF,ACC_6C5B12C602,structuring
TXN_62A8686211,ACC_6C5B12C602,structuring
TXN_DF521F5750,ACC_6C5B12C602,structuring
TXN_05680F2A72,ACC_D767983294,structuring
TXN_79445DECDD,ACC_D767983294,structuring
TXN_9B1974E095,ACC_D767983294,structuring
TXN_700C8D3E33,ACC_A6F2C2381A,structuring
TXN_CE53B65FC6,ACC_A6F2C2381A,structuring
TXN_1B2B8E493F,ACC_A6F2C2381A,structuring
TXN_14F6DA93D9,ACC_A6F2C2381A,structuring
TXN_5CF5DDAD6C,ACC_A6F2C2381A,structuring
TXN_E2040E4B1B,ACC_A6F2C2381A,structuring
TXN_936A3D8F04,ACC_A6F2C2381A,structuring
TXN_FBC555E993,ACC_1D884A20DC,structuring
TXN_02F26865DE,ACC_1D884A20DC,structuring
TXN_50C355C70E,ACC_1D884A20DC,structuring
TXN_13D50A4DCE,ACC_1D884A20DC,structuring
TXN_A735A39509,ACC_1D884A20DC,structuring
TXN_74BF7047C7,ACC_BBAF6AF8D8,structuring
TXN_E03CE323BC,ACC_BBAF6AF8D8,structuring
TXN_5C2E7AFF32,ACC_BBAF6AF8D8,structuring
TXN_2ADD31FC5E,ACC_2D11594CB5,structuring
TXN_7FB02487EC,ACC_2D11594CB5,structuring
TXN_799AB5D4DF,ACC_2D11594CB5,structuring
TXN_565367B62D,ACC_2D11594CB5,structuring
TXN_74845EFE64,ACC_2D11594CB5,structuring
TXN_AF507C7BEA,ACC_2D11594CB5,structuring
TXN_F4E7E43E57,ACC_50AB1D2AB3,structuring
TXN_7DDAC681C5,ACC_50AB1D2AB3,structuring
TXN_4D29378B71,ACC_50AB1D2AB3,structuring
TXN_1295FC27B4,ACC_EF267A8FD3,structuring
TXN_A79F02D5D0,ACC_EF267A8FD3,structuring
TXN_3194290636,ACC_EF267A8FD3,structuring
TXN_71D0F7A1F7,ACC_1EFCD4BC84,structuring
TXN_87C828A79A,ACC_1EFCD4BC84,structuring
TXN_EC2912783F,ACC_1EFCD4BC84,structuring
TXN_251F198E1C,ACC_1EFCD4BC84,structuring
TXN_412F83A479,ACC_1EFCD4BC84,structuring
TXN_19C2037AAF,ACC_1EFCD4BC84,structuring
TXN_00D34D84FB,ACC_1EFCD4BC84,structuring
TXN_89A1106EE0,ACC_86B532B29C,structuring
TXN_D54A0C6274,ACC_86B532B29C,structuring
TXN_FF5EE8BF11,ACC_86B532B29C,structuring
TXN_BE37295ED8,ACC_86B532B29C,structuring
TXN_72F1C36F43,ACC_86B532B29C,structuring
TXN_2A74A6C0F0,ACC_86B532B29C,structuring
TXN_F91F68C9E5,ACC_86B532B29C,structuring
TXN_57DE61A262,ACC_EA7AE61673,structuring
TXN_7CBDCF9D4B,ACC_EA7AE61673,structuring
TXN_533FB17858,ACC_EA7AE61673,structuring
TXN_83BE47C917,ACC_EA7AE61673,structuring
TXN_3175D5392A,ACC_EA7AE61673,structuring
TXN_923C228548,ACC_981F7C8719,structuring
TXN_3545905D3A,ACC_981F7C8719,structuring
TXN_3ED9D81E57,ACC_981F7C8719,structuring
TXN_6888FC39EA,ACC_981F7C8719,structuring
TXN_FB5A6DBC82,ACC_981F7C8719,structuring
TXN_08363339A8,ACC_981F7C8719,structuring
TXN_A4AE900BBA,ACC_981F7C8719,structuring
TXN_24DCF7B78A,ACC_AEA0A7FF02,structuring
TXN_56B3E2CF4B,ACC_AEA0A7FF02,structuring
TXN_56D2B04448,ACC_AEA0A7FF02,structuring
TXN_B06C3A4DB4,ACC_AEA0A7FF02,structuring
TXN_CE05AD2A64,ACC_AEA0A7FF02,structuring
TXN_C2D17C8F66,ACC_AEA0A7FF02,structuring
TXN_66E6123BE9,ACC_8C797F96A2,structuring
TXN_D5352204DB,ACC_8C797F96A2,structuring
TXN_7EE5D586CD,ACC_8C797F96A2,structuring
TXN_FEF1965B3F,ACC_49A8EC6566,structuring
TXN_EA10B23930,ACC_49A8EC6566,structuring
TXN_F0B2289919,ACC_49A8EC6566,structuring
TXN_AF25F13ED9,ACC_49A8EC6566,structuring
TXN_C7678957A8,ACC_EA7D4472AE,structuring
TXN_C24870D51B,ACC_EA7D4472AE,structuring
TXN_FF452604C8,ACC_EA7D4472AE,structuring
TXN_B2D7C3789E,ACC_CA7C4577A2,structuring
TXN_AF667AD20A,ACC_CA7C4577A2,structuring
TXN_9F649CA615,ACC_CA7C4577A2,structuring
TXN_008F02CC02,ACC_CA7C4577A2,structuring
TXN_E573B47A40,ACC_CA7C4577A2,structuring
TXN_C68D9D99BC,ACC_F76E54310E,structuring
TXN_A17E1124B4,ACC_F76E54310E,structuring
TXN_3243A08986,ACC_F76E54310E,structuring
TXN_B97D8B57EE,ACC_F76E54310E,structuring
TXN_CCD24B6F70,ACC_F76E54310E,structuring
TXN_6D357669D0,ACC_F76E54310E,structuring
TXN_9A407B4296,ACC_F76E54310E,structuring
TXN_A75DC9B824,ACC_50C70AB61B,structuring
TXN_D1719C2A3B,ACC_50C70AB61B,structuring
TXN_480A792B2E,ACC_50C70AB61B,structuring
TXN_5404C9361D,ACC_50C70AB61B,structuring
TXN_3573CDBF2B,ACC_50C70AB61B,structuring
TXN_50F240FF04,ACC_50C70AB61B,structuring
TXN_2F1FB07486,ACC_76B8810900,structuring
TXN_AA9DB79CE1,ACC_76B8810900,structuring
TXN_81EFA5F4E4,ACC_76B8810900,structuring
TXN_5C8821E5DA,ACC_5DF64F66C7,structuring
TXN_02E78EE21B,ACC_5DF64F66C7,structuring
TXN_165C959A79,ACC_5DF64F66C7,structuring
TXN_8046BF0BDE,ACC_5DF64F66C7,structuring
TXN_D1F69624A0,ACC_5DF64F66C7,structuring
TXN_47C68130CF,ACC_485DB0D889,structuring
TXN_49545E5428,ACC_485DB0D889,structuring
TXN_E6EB6647FC,ACC_485DB0D889,structuring
TXN_14A6A1FD16,ACC_485DB0D889,structuring
TXN_D2110B5F29,ACC_485DB0D889,structuring
TXN_0DD64291B6,ACC_24B82BFCAE,structuring
TXN_C6C3ADBDCB,ACC_24B82BFCAE,structuring
TXN_5CBC149227,ACC_24B82BFCAE,structuring
TXN_A2BF2E3212,ACC_24B82BFCAE,structuring
TXN_C473A449A8,ACC_24B82BFCAE,structuring
TXN_1C4C76E58D,ACC_24B82BFCAE,structuring
TXN_EE6D59F687,ACC_24B82BFCAE,structuring
TXN_FD9035C0CD,ACC_DF43CDBD5C,structuring
TXN_0583FC847A,ACC_DF43CDBD5C,structuring
TXN_75A2DFDBCA,ACC_DF43CDBD5C,structuring
TXN_EC51035A00,ACC_DF43CDBD5C,structuring
TXN_061EB5BC71,ACC_DF43CDBD5C,structuring
TXN_1C4CEAF563,ACC_DF43CDBD5C,structuring
TXN_1E26051478,ACC_DF43CDBD5C,structuring
TXN_BB8FBF3A92,ACC_8D654FEE1F,structuring
TXN_D588997DF1,ACC_8D654FEE1F,structuring
TXN_E772A205DD,ACC_8D654FEE1F,structuring
TXN_1DD1E53983,ACC_8D654FEE1F,structuring
TXN_59CE06757E,ACC_8D654FEE1F,structuring
TXN_4ECC146690,ACC_1A2773CA79,structuring
TXN_53E5721B20,ACC_1A2773CA79,structuring
TXN_466C6355E4,ACC_1A2773CA79,structuring
TXN_B6F91011D3,ACC_1A2773CA79,structuring
TXN_25B47805E5,ACC_1A2773CA79,structuring
TXN_6FA128C210,ACC_1A2773CA79,structuring
TXN_D0E61FD294,ACC_1A2773CA79,structuring
TXN_6FD503BA01,ACC_9CA6FA17E1,structuring
TXN_E242B9335B,ACC_9CA6FA17E1,structuring
TXN_4ABE3980CC,ACC_9CA6FA17E1,structuring
TXN_395ECD5924,ACC_9CA6FA17E1,structuring
TXN_72471FA7A7,ACC_9CA6FA17E1,structuring
TXN_073956146C,ACC_FB6EAFB735,structuring
TXN_52E9D862AB,ACC_FB6EAFB735,structuring
TXN_D98659BF3F,ACC_FB6EAFB735,structuring
TXN_BB03C2EE2F,ACC_A6F2C2381A,structuring
TXN_2064879794,ACC_A6F2C2381A,structuring
TXN_CEA0741E0E,ACC_A6F2C2381A,structuring
TXN_5B7C385E66,ACC_203D6B00B5,structuring
TXN_BE315AC192,ACC_203D6B00B5,structuring
TXN_9C447B5193,ACC_203D6B00B5,structuring
TXN_BBEE095C0E,ACC_203D6B00B5,structuring
TXN_6E35BA4BFD,ACC_7C0D936070,smurfing
TXN_DC9236BFD1,ACC_7C0D936070,smurfing
TXN_326C43DEB3,ACC_7C0D936070,smurfing
TXN_0305EE54B5,ACC_7C0D936070,smurfing
TXN_6B109B3D38,ACC_F0EEFC243B,smurfing
TXN_DFD360F34C,ACC_F0EEFC243B,smurfing
TXN_9783019F96,ACC_F0EEFC243B,smurfing
TXN_BAD997FA86,ACC_F0EEFC243B,smurfing
TXN_3BD7C5D602,ACC_F0EEFC243B,smurfing
TXN_D0ADEA8E40,ACC_F0EEFC243B,smurfing
TXN_DB74800349,ACC_F0EEFC243B,smurfing
TXN_68C8FC8987,ACC_F0EEFC243B,smurfing
TXN_60AEF42870,ACC_D9B3580A33,smurfing
TXN_0FD8E495E9,ACC_D9B3580A33,smurfing
TXN_DBA27F4AAF,ACC_D9B3580A33,smurfing
TXN_DA2B390BB0,ACC_D9B3580A33,smurfing
TXN_2CE90CBD89,ACC_D9B3580A33,smurfing
TXN_EFECD12BC8,ACC_D9B3580A33,smurfing
TXN_4F67A9C76B,ACC_D9B3580A33,smurfing
TXN_62F1001CD6,ACC_CE5656F186,smurfing
TXN_6E842D63FB,ACC_CE5656F186,smurfing
TXN_02318EB310,ACC_CE5656F186,smurfing
TXN_48C66855C3,ACC_CE5656F186,smurfing
TXN_1A7E010C46,ACC_CE5656F186,smurfing
TXN_8F682644D9,ACC_CE5656F186,smurfing
TXN_BCA845A243,ACC_9B5807C6C3,smurfing
TXN_1666470789,ACC_9B5807C6C3,smurfing
TXN_F033B1BA4E,ACC_9B5807C6C3,smurfing
TXN_983F60CE97,ACC_9B5807C6C3,smurfing
TXN_306ECF8122,ACC_9B5807C6C3,smurfing
TXN_6F2BBE5952,ACC_9B5807C6C3,smurfing
TXN_9B1305B584,ACC_9B5807C6C3,smurfing
TXN_8FCDA8EB7A,ACC_2B5C3E1255,smurfing
TXN_A9C73FAA45,ACC_2B5C3E1255,smurfing
TXN_8A9E2C37D7,ACC_2B5C3E1255,smurfing
TXN_426BB1D3C1,ACC_2B5C3E1255,smurfing
TXN_FC35798A96,ACC_1EA8BEE33F,smurfing
TXN_3AEE85E037,ACC_1EA8BEE33F,smurfing
TXN_4A1D4E702D,ACC_1EA8BEE33F,smurfing
TXN_5875F27885,ACC_1EA8BEE33F,smurfing
TXN_B9700CC711,ACC_1EA8BEE33F,smurfing
TXN_0B1BA2E91A,ACC_1EA8BEE33F,smurfing
TXN_ACE6F77A92,ACC_035BBFDC83,smurfing
TXN_A91A7294AC,ACC_035BBFDC83,smurfing
TXN_8E7EC94A46,ACC_035BBFDC83,smurfing
TXN_A1FF6EF38A,ACC_035BBFDC83,smurfing
TXN_64BB988C7E,ACC_035BBFDC83,smurfing
TXN_04487BDF54,ACC_035BBFDC83,smurfing
TXN_FCF52C354A,ACC_035BBFDC83,smurfing
TXN_C26FAAA60B,ACC_1BFBF09F44,smurfing
TXN_9C0604621D,ACC_1BFBF09F44,smurfing
TXN_45497A6961,ACC_1BFBF09F44,smurfing
TXN_0DF53E090E,ACC_1BFBF09F44,smurfing
TXN_CA8573A719,ACC_1BFBF09F44,smurfing
TXN_49F551C529,ACC_9E2C43EB10,smurfing
TXN_4B46C77A9B,ACC_9E2C43EB10,smurfing
TXN_2A567E0099,ACC_9E2C43EB10,smurfing
TXN_2B8FEDB57B,ACC_9E2C43EB10,smurfing
TXN_770A81A3ED,ACC_9E2C43EB10,smurfing
TXN_B3D609E1D3,ACC_9E2C43EB10,smurfing
TXN_C2AE26A2E8,ACC_9E2C43EB10,smurfing
TXN_080652D8C4,ACC_D01FFD0F6A,smurfing
TXN_3E4E9C3694,ACC_D01FFD0F6A,smurfing
TXN_8C99F4BA55,ACC_D01FFD0F6A,smurfing
TXN_75158BCCC0,ACC_D01FFD0F6A,smurfing
TXN_DE380A6C87,ACC_D01FFD0F6A,smurfing
TXN_DD9F6C5AE2,ACC_D01FFD0F6A,smurfing
TXN_D6A92E7ADA,ACC_D01FFD0F6A,smurfing
TXN_9DA979A02A,ACC_D01FFD0F6A,smurfing
TXN_DFFAAEB454,ACC_125C797800,smurfing
TXN_98273C9233,ACC_125C797800,smurfing
TXN_B8425C7252,ACC_125C797800,smurfing
TXN_E90111F7CA,ACC_125C797800,smurfing
TXN_827F014CAC,ACC_125C797800,smurfing
TXN_EB8232979E,ACC_125C797800,smurfing
TXN_A692DBB010,ACC_FB6EAFB735,smurfing
TXN_DB3BB876A8,ACC_FB6EAFB735,smurfing
TXN_51C32DE277,ACC_FB6EAFB735,smurfing
TXN_2A5112D450,ACC_FB6EAFB735,smurfing
TXN_A0A6201B1A,ACC_D9C34945A4,smurfing
TXN_8A3B3E391B,ACC_D9C34945A4,smurfing
TXN_4411C9A297,ACC_D9C34945A4,smurfing
TXN_D2A38A4E26,ACC_D9C34945A4,smurfing
TXN_F28CD9E2D9,ACC_D9C34945A4,smurfing
TXN_34EE78DF25,ACC_D9C34945A4,smurfing
TXN_A3D850AE19,ACC_FFC29D4E70,smurfing
TXN_7FAAA2C299,ACC_FFC29D4E70,smurfing
TXN_C076BA6CFF,ACC_FFC29D4E70,smurfing
TXN_7FA4A36AC2,ACC_FFC29D4E70,smurfing
TXN_2EF99DFF1D,ACC_FFC29D4E70,smurfing
TXN_8E8835F523,ACC_2D72F10EB4,layering
TXN_9A66D22BF1,ACC_A770148758,layering
TXN_B65B70E04C,ACC_6EA715CF3F,layering
TXN_A672D1C7C9,ACC_9CB0C27982,layering
TXN_2DCD4EE839,ACC_9753FDD87F,layering
TXN_FA8A4C0C98,ACC_97C709E225,layering
TXN_AE892D7870,ACC_505208EBAB,layering
TXN_32428FD467,ACC_7E34C6544A,layering
TXN_DA99765CE9,ACC_CE5656F186,layering
TXN_7BCD417E5F,ACC_6860BF0A84,layering
TXN_B9CFAE2E49,ACC_8A944F1825,layering
TXN_F571A9D4C0,ACC_E5D1D040BF,layering
TXN_3AC36D2FFB,ACC_3E0326B509,layering
TXN_95F103C154,ACC_A9C3E7333F,layering
TXN_CD9E1DE019,ACC_899C83E526,layering
TXN_D6399286B3,ACC_F9E3A750BC,layering
TXN_9D0C443CC3,ACC_19BC11B165,layering
TXN_2354239D9F,ACC_D4B16642DB,layering
TXN_4CE1A9CDCB,ACC_71D5025144,layering
TXN_9A957E4BB9,ACC_A770148758,layering
TXN_FB9EF015F9,ACC_36C14C41C1,layering
TXN_B000EEDBA6,ACC_544726C964,layering
TXN_54FAB3A33C,ACC_305D425F63,layering
TXN_731C2A12B6,ACC_AA7590440A,layering
TXN_CCA7E7BBB1,ACC_B968937C3B,layering
TXN_1C337649A0,ACC_981F7C8719,layering
TXN_295B97DC42,ACC_260351DE13,layering
TXN_041995D391,ACC_D767983294,layering
TXN_163C981909,ACC_445FC91855,layering
TXN_9FC4D9E11B,ACC_78741D6BA0,layering
TXN_68DC7507FD,ACC_893F4B8FEB,layering
TXN_64BC02451B,ACC_6C58227E72,layering
TXN_15D16432BA,ACC_CBE3FF7C10,layering
TXN_E0FBACBF8A,ACC_385EF6FBCC,layering
TXN_D8D4BE0856,ACC_5DF64F66C7,layering
TXN_1147B3FD60,ACC_B3E426010C,layering
TXN_FDD4604F67,ACC_7CBDAA64E8,layering
TXN_D2D6C53688,ACC_50AB1D2AB3,layering
TXN_12E62B1458,ACC_F9E3A750BC,layering
TXN_DA0D0F3F0B,ACC_E65B566616,layering
TXN_963D3A6B98,ACC_385EF6FBCC,layering
TXN_F20EA4D4F0,ACC_A68CD7BF3E,layering
TXN_3FF64C0FF1,ACC_EF6F74003A,layering
TXN_FDF05CF80C,ACC_E6C0ACBFB1,layering
TXN_3A04148096,ACC_CBE3FF7C10,layering
TXN_BDAB7531B2,ACC_2B920DFBC6,layering
TXN_E1B6D4EFAE,ACC_EDA18A4EDD,layering
TXN_611793458F,ACC_A0230B8EC4,layering
TXN_2BA1ED1C41,ACC_498DFB9593,layering
TXN_B40A247C1D,ACC_6A663E0917,layering
TXN_50BCB0FDA9,ACC_CFE8B2F5A4,layering
TXN_B3B3F2DC98,ACC_A06B959A7F,layering
TXN_25B2EE7EEF,ACC_4D245B8106,layering
TXN_3A87A4E5CC,ACC_5C5F64B5F1,layering
TXN_711AC8FD37,ACC_984EF2AB40,layering
TXN_AC7CA01044,ACC_DF4D3693CD,layering
TXN_AEBBF23488,ACC_5DE4B78040,layering
TXN_A0EFF3988D,ACC_3E0326B509,layering
TXN_C4AA7B3F4F,ACC_1B82FA50D1,layering
TXN_5BF2217136,ACC_65B4BAB360,layering
TXN_B2CC5E0363,ACC_1615204ADF,layering
TXN_8288B82C86,ACC_A2DCA12F9F,layering
TXN_1AE9D56EC3,ACC_58EC5BAEC0,layering
TXN_AD7006C769,ACC_C9651815F4,layering
TXN_4CC6101673,ACC_794F450262,layering
TXN_091B46EC5F,ACC_01BAB49955,layering
TXN_072C6C34C2,ACC_E5D1D040BF,layering
TXN_EAA7BA4E2D,ACC_EABDD123C8,layering
TXN_89D8433ABD,ACC_C06508F277,layering
TXN_514B5E47B7,ACC_7B7649791D,layering
TXN_BAD75C5E52,ACC_B13D4C462A,layering
TXN_DDA27C2AD5,ACC_8949B3F915,layering
TXN_310CB9CE63,ACC_2DD01CF525,layering
TXN_03FBA3CBED,ACC_0A4B77184E,layering
TXN_DEC982E062,ACC_8277BB9249,layering
TXN_6A0AD313BE,ACC_F5D9B5007B,layering
TXN_41CC12CFBB,ACC_AB77F6C5EC,layering
TXN_917E02DEC7,ACC_674863E987,layering
TXN_354AE64914,ACC_A8D3BFEDE9,layering
TXN_74336D175A,ACC_48C2AD26D3,layering
TXN_9F3FB3A618,ACC_5512D0ACC4,layering
TXN_A2A0FD1352,ACC_EE14162588,layering
TXN_2DACB0C4AE,ACC_6C5B12C602,layering
TXN_8EE6B7184B,ACC_7266EF5063,layering
TXN_A73A52A7ED,ACC_296B16B768,layering
TXN_6B572E9E20,ACC_50C70AB61B,layering
TXN_52F915065D,ACC_11AFA0A891,layering
TXN_59E8516FF8,ACC_22E4658B1F,layering
TXN_2A97741746,ACC_2DD01CF525,layering
TXN_00E6F7EB10,ACC_D9C9468518,round_tripping
TXN_FB93CD65AC,ACC_D9C9468518,round_tripping
TXN_EE17F54235,ACC_C7381B3C0A,round_tripping
TXN_1A7F68FFCE,ACC_C7381B3C0A,round_tripping
TXN_1BB80A0FDE,ACC_CCA183827C,round_tripping
TXN_A3990C56AE,ACC_CCA183827C,round_tripping
TXN_6F10C10CC8,ACC_F4757B99E4,round_tripping
TXN_63EC1D3117,ACC_F4757B99E4,round_tripping
TXN_727EB31A31,ACC_F4757B99E4,round_tripping
TXN_E4EE800FD7,ACC_F4757B99E4,round_tripping
TXN_D9AA862898,ACC_DD5D622685,round_tripping
TXN_9FA9FB13CC,ACC_DD5D622685,round_tripping
TXN_249FFBCFC4,ACC_DD5D622685,round_tripping
TXN_861F278274,ACC_22E4658B1F,round_tripping
TXN_99E9E37116,ACC_22E4658B1F,round_tripping
TXN_A34FC9C9FD,ACC_22E4658B1F,round_tripping
TXN_81E9B699E8,ACC_FFFF81A924,round_tripping
TXN_3E890FC059,ACC_FFFF81A924,round_tripping
TXN_95BCC1153B,ACC_FFFF81A924,round_tripping
TXN_B06467AC44,ACC_FFFF81A924,round_tripping
TXN_2FA961EEF4,ACC_2D7F441BA1,round_tripping
TXN_2200A9A15A,ACC_2D7F441BA1,round_tripping
TXN_74AD2E0764,ACC_2D7F441BA1,round_tripping
TXN_03C6058F15,ACC_A49B5BB0CD,round_tripping
TXN_8C91B655AB,ACC_A49B5BB0CD,round_tripping
TXN_2C304F7ECA,ACC_A49B5BB0CD,round_tripping
TXN_11F06487B3,ACC_1615204ADF,round_tripping
TXN_3FA3266FF3,ACC_1615204ADF,round_tripping
TXN_455124AA4B,ACC_1615204ADF,round_tripping
TXN_7CA595A5EF,ACC_735DD1D53E,round_tripping
TXN_8E967F9DED,ACC_735DD1D53E,round_tripping
TXN_3B764BEE87,ACC_735DD1D53E,round_tripping
TXN_25FE16A0A7,ACC_735DD1D53E,round_tripping
TXN_83A3093049,ACC_8E8AB32B33,round_tripping
TXN_1A30AD0C94,ACC_8E8AB32B33,round_tripping
